Name,IndicatorCode,IndicatorName,Language
SA_0000001736,SA_0000001736,Action Plan for implementation of alcohol policy,EN
SA_0000001735_ARCHIVED,SA_0000001735_ARCHIVED,Alcohol content displayed on containers,EN
SA_0000001735,SA_0000001735,Alcohol content displayed on containers,EN
SA_0000001734_ARCHIVED,SA_0000001734_ARCHIVED,Number of standard alcoholic drinks displayed on containers,EN
SA_0000001734,SA_0000001734,Number of standard alcoholic drinks displayed on containers,EN
SA_0000001733_ARCHIVED,SA_0000001733_ARCHIVED,"Consumer information about calories, additives, etc on containers",EN
SA_0000001733,SA_0000001733,"Consumer information about calories, additives, etc on containers",EN
SA_0000001732_ARCHIVED,SA_0000001732_ARCHIVED,New types of alcoholic beverages emerging,EN
SA_0000001732,SA_0000001732,New types of alcoholic beverages emerging,EN
SA_0000001731_ARCHIVED,SA_0000001731_ARCHIVED,Level of taxation adjusted for inflation,EN
SA_0000001731,SA_0000001731,Level of taxation adjusted for inflation,EN
SA_0000001730_ARCHIVED,SA_0000001730_ARCHIVED,Price measures,EN
SA_0000001730,SA_0000001730,Price measures,EN
SA_0000001729_ARCHIVED,SA_0000001729_ARCHIVED,Penalties for marketing infringements,EN
SA_0000001729,SA_0000001729,Penalties for marketing infringements,EN
SA_0000001728_ARCHIVED,SA_0000001728_ARCHIVED,Detection of marketing infringements,EN
SA_0000001728,SA_0000001728,Detection of marketing infringements,EN
SA_0000001727_ARCHIVED,SA_0000001727_ARCHIVED,Sobriety checkpoints,EN
SA_0000001727,SA_0000001727,Sobriety checkpoints,EN
SA_0000001726_ARCHIVED,SA_0000001726_ARCHIVED,Penalties for drink driving,EN
SA_0000001726,SA_0000001726,Penalties for drink driving,EN
SA_0000001725_ARCHIVED,SA_0000001725_ARCHIVED,National alcohol policy specifically involves young people activities,EN
SA_0000001725,SA_0000001725,National alcohol policy specifically involves young people activities,EN
SA_0000001724_ARCHIVED,SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions,EN
SA_0000001724,SA_0000001724,National guidelines for implementing effective community-based interventions,EN
SA_0000001723_ARCHIVED,SA_0000001723_ARCHIVED,Community-based interventions involving stakeholders,EN
SA_0000001723,SA_0000001723,Community-based interventions involving stakeholders,EN
SA_0000001722_ARCHIVED,SA_0000001722_ARCHIVED,Government support for community action,EN
SA_0000001722,SA_0000001722,Government support for community action,EN
SA_0000001721_ARCHIVED,SA_0000001721_ARCHIVED,Importance of measures for enhancing compliance with age limits,EN
SA_0000001721,SA_0000001721,Importance of measures for enhancing compliance with age limits,EN
SA_0000001720_ARCHIVED,SA_0000001720_ARCHIVED,Restrictions on product placement in films/movies,EN
SA_0000001720,SA_0000001720,Restrictions on product placement in films/movies,EN
SA_0000001719_ARCHIVED,SA_0000001719_ARCHIVED,Advertising restrictions on social media,EN
SA_0000001719,SA_0000001719,Advertising restrictions on social media,EN
SA_0000001717,SA_0000001717,Prevention/counselling at workplaces for those with alcohol problems,EN
SA_0000001716,SA_0000001716,Counselling to pregnant women with alcohol problems,EN
SA_0000001715,SA_0000001715,Counselling to children in families with alcohol problems,EN
SA_0000001714,SA_0000001714,Training in screening and brief interventions for alcohol problems,EN
SA_0000001713,SA_0000001713,Interventions/projects actively involving young people and civil society,EN
SA_0000001712,SA_0000001712,Community-based interventions/projects involving stakeholders,EN
SA_0000001711,SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros",EN
SA_0000001710,SA_0000001710,Public-funded alcohol research/monitoring programmes,EN
SA_0000001709,SA_0000001709,National surveys on drink-driving,EN
SA_0000001708,SA_0000001708,Designation of alcohol tax revenues to health services,EN
SA_0000001707,SA_0000001707,Persons with alcohol use disorders receiving treatment (%),EN
SA_0000001706,SA_0000001706,National treatment policy for alcohol use disorders,EN
SA_0000001705,SA_0000001705,System for monitoring alcohol-related harm,EN
SA_0000001704,SA_0000001704,Data collection on alcohol-related health indicators,EN
SA_0000001703,SA_0000001703,Server training on a regular basis,EN
SA_0000001702,SA_0000001702,Brief interventions as health promotion/disease prevention,EN
SA_0000001701,SA_0000001701,Educational programmes involving target groups in school curriculum,EN
SA_0000001700,SA_0000001700,Consumer information on alcohol and health at points of sale,EN
SA_0000001699_ARCHIVED,SA_0000001699_ARCHIVED,Age limits off-premise sales,EN
SA_0000001699,SA_0000001699,Age limits off-premise sales,EN
SA_0000001698_ARCHIVED,SA_0000001698_ARCHIVED,"Adopted written national policy on alcohol, year revised",EN
SA_0000001698,SA_0000001698,"Adopted written national policy on alcohol, year revised",EN
SA_0000001697_ARCHIVED,SA_0000001697_ARCHIVED,"Adopted written national policy on alcohol, year adopted",EN
SA_0000001697,SA_0000001697,"Adopted written national policy on alcohol, year adopted",EN
SA_0000001696_ARCHIVED,SA_0000001696_ARCHIVED,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),EN
SA_0000001696,SA_0000001696,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),EN
SA_0000001695_ARCHIVED,SA_0000001695_ARCHIVED,"Cautions and arrests for public drunkenness, per 100,000 population",EN
SA_0000001695,SA_0000001695,"Cautions and arrests for public drunkenness, per 100,000 population",EN
SA_0000001694_ARCHIVED,SA_0000001694_ARCHIVED,Sectors represented in national alcohol policy,EN
SA_0000001694,SA_0000001694,Sectors represented in national alcohol policy,EN
SA_0000001693_ARCHIVED,SA_0000001693_ARCHIVED,Level of adoption of national alcohol policy,EN
SA_0000001693,SA_0000001693,Level of adoption of national alcohol policy,EN
SA_0000001692_ARCHIVED,SA_0000001692_ARCHIVED,Framework of national alcohol policy,EN
SA_0000001692,SA_0000001692,Framework of national alcohol policy,EN
SA_0000001691_ARCHIVED,SA_0000001691_ARCHIVED,Central coordinating entity for alcohol policy implementation,EN
SA_0000001691,SA_0000001691,Central coordinating entity for alcohol policy implementation,EN
SA_0000001690,SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",EN
SA_0000001689,SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000",EN
SA_0000001688_ARCHIVED,SA_0000001688_ARCHIVED,Total (recorded+unrecorded) alcohol per capita (15+) consumption,EN
SA_0000001688,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",EN
SA_0000001687,SA_0000001687,Exports of spirits in 1000s hectolitres,EN
SA_0000001686,SA_0000001686,Exports of wine (grape) in 1000s hectolitres,EN
SA_0000001685,SA_0000001685,Sales of spirits in 1000s hectolitres,EN
SA_0000001684,SA_0000001684,Sales of wine in 1000s hectolitres,EN
SA_0000001683,SA_0000001683,Perceived trend in exports,EN
SA_0000001682,SA_0000001682,Perceived trend in sales,EN
SA_0000001681,SA_0000001681,Perceived trend in imports,EN
SA_0000001680,SA_0000001680,Perceived trend in production,EN
SA_0000001679,SA_0000001679,Exports of beer (barley) in 1000s hectolitres,EN
SA_0000001678,SA_0000001678,Sales of beer in 1000s hectolitres,EN
SA_0000001677,SA_0000001677,Imports in 1000s hectolitres,EN
SA_0000001676,SA_0000001676,Production in 1000s hectolitres,EN
SA_0000001655,SA_0000001655,Counselling,EN
SA_0000001654,SA_0000001654,"Surveys, research",EN
SA_0000001653,SA_0000001653,"Treatment, services",EN
SA_0000001652,SA_0000001652,"Interventions, projects, training",EN
SA_0000001651,SA_0000001651,Monitoring,EN
SA_0000001650_ARCHIVED,SA_0000001650_ARCHIVED,"Standard drink measures, in grams per unit",EN
SA_0000001650,SA_0000001650,"Standard drink measures, in grams per unit",EN
SA_0000001649,SA_0000001649,National drinking guidelines,EN
SA_0000001648,SA_0000001648,"Information, education, prevention",EN
SA_0000001647_ARCHIVED,SA_0000001647_ARCHIVED,Awareness activities,EN
SA_0000001647,SA_0000001647,Awareness activities,EN
SA_0000001555_ARCHIVED,SA_0000001555_ARCHIVED,Health warning labels on alcohol containers,EN
SA_0000001555,SA_0000001555,Health warning labels on alcohol containers,EN
SA_0000001554_ARCHIVED,SA_0000001554_ARCHIVED,Health warning labels on alcohol advertising,EN
SA_0000001554,SA_0000001554,Health warning labels on alcohol advertising,EN
SA_0000001553_ARCHIVED,SA_0000001553_ARCHIVED,Restrictions on alcohol use in public places,EN
SA_0000001553,SA_0000001553,Restrictions on alcohol use in public places,EN
SA_0000001551_ARCHIVED,SA_0000001551_ARCHIVED,Value-added tax (VAT) on alcohol (%),EN
SA_0000001551,SA_0000001551,Value-added tax (VAT) on alcohol (%),EN
SA_0000001550_ARCHIVED,SA_0000001550_ARCHIVED,Excise tax on alcoholic beverages,EN
SA_0000001550,SA_0000001550,Excise tax on alcoholic beverages,EN
SA_0000001549_ARCHIVED,SA_0000001549_ARCHIVED,Duty paid or excise stamp on alcohol container,EN
SA_0000001549,SA_0000001549,Duty paid or excise stamp on alcohol container,EN
SA_0000001548_ARCHIVED,SA_0000001548_ARCHIVED,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol,EN
SA_0000001548,SA_0000001548,Excise tax as a per cent of the total retail price for 1 litre of pure alcohol,EN
SA_0000001547_ARCHIVED,SA_0000001547_ARCHIVED,Excise duty (average) per hectolitre in Euros,EN
SA_0000001547,SA_0000001547,Excise duty (average) per hectolitre in Euros,EN
SA_0000001546_ARCHIVED,SA_0000001546_ARCHIVED,Excise tax as a per cent of the retail price of alcoholic beverages,EN
SA_0000001546,SA_0000001546,Excise tax as a per cent of the retail price of alcoholic beverages,EN
SA_0000001545_ARCHIVED,SA_0000001545_ARCHIVED,Licence required for retail sales,EN
SA_0000001545,SA_0000001545,Licence required for retail sales,EN
SA_0000001544_ARCHIVED,SA_0000001544_ARCHIVED,Licence required for production,EN
SA_0000001544,SA_0000001544,Licence required for production,EN
SA_0000001543_ARCHIVED,SA_0000001543_ARCHIVED,Government monopoly on retail sales,EN
SA_0000001543,SA_0000001543,Government monopoly on retail sales,EN
SA_0000001542_ARCHIVED,SA_0000001542_ARCHIVED,Government monopoly on production,EN
SA_0000001542,SA_0000001542,Government monopoly on production,EN
SA_0000001541_ARCHIVED,SA_0000001541_ARCHIVED,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),EN
SA_0000001541,SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),EN
SA_0000001540_ARCHIVED,SA_0000001540_ARCHIVED,Restrictions on sales promotion from retailers (sales below cost),EN
SA_0000001540,SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),EN
SA_0000001539_ARCHIVED,SA_0000001539_ARCHIVED,"Restrictions on sales promotion from producers (parties, events)",EN
SA_0000001539,SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",EN
SA_0000001538_ARCHIVED,SA_0000001538_ARCHIVED,Restrictions on sponsorship of youth events,EN
SA_0000001538,SA_0000001538,Restrictions on sponsorship of youth events,EN
SA_0000001537_ARCHIVED,SA_0000001537_ARCHIVED,Restrictions on sponsorship of sporting events,EN
SA_0000001537,SA_0000001537,Restrictions on sponsorship of sporting events,EN
SA_0000001536_ARCHIVED,SA_0000001536_ARCHIVED,On-premise sales restrictions to intoxicated persons,EN
SA_0000001536,SA_0000001536,On-premise sales restrictions to intoxicated persons,EN
SA_0000001535_ARCHIVED,SA_0000001535_ARCHIVED,On-premise sales restrictions at specific events,EN
SA_0000001535,SA_0000001535,On-premise sales restrictions at specific events,EN
SA_0000001534_ARCHIVED,SA_0000001534_ARCHIVED,On-premise sales restrictions on outlet density,EN
SA_0000001534,SA_0000001534,On-premise sales restrictions on outlet density,EN
SA_0000001533_ARCHIVED,SA_0000001533_ARCHIVED,On-premise sales restrictions on places,EN
SA_0000001533,SA_0000001533,On-premise sales restrictions on places,EN
SA_0000001532_ARCHIVED,SA_0000001532_ARCHIVED,On-premise sales restrictions on hours,EN
SA_0000001532,SA_0000001532,On-premise sales restrictions on hours,EN
SA_0000001531_ARCHIVED,SA_0000001531_ARCHIVED,On-premise sales restrictions on days,EN
SA_0000001531,SA_0000001531,On-premise sales restrictions on days,EN
SA_0000001530_ARCHIVED,SA_0000001530_ARCHIVED,Off-premise sales restrictions at petrol stations,EN
SA_0000001530,SA_0000001530,Off-premise sales restrictions at petrol stations,EN
SA_0000001529_ARCHIVED,SA_0000001529_ARCHIVED,Off-premise sales restrictions at specific events,EN
SA_0000001529,SA_0000001529,Off-premise sales restrictions at specific events,EN
SA_0000001528_ARCHIVED,SA_0000001528_ARCHIVED,Off-premise sales restrictions on outlet density,EN
SA_0000001528,SA_0000001528,Off-premise sales restrictions on outlet density,EN
SA_0000001527_ARCHIVED,SA_0000001527_ARCHIVED,Off-premise sales restrictions on places,EN
SA_0000001527,SA_0000001527,Off-premise sales restrictions on places,EN
SA_0000001526_ARCHIVED,SA_0000001526_ARCHIVED,Off-premise sales restrictions on hours,EN
SA_0000001526,SA_0000001526,Off-premise sales restrictions on hours,EN
SA_0000001525_ARCHIVED,SA_0000001525_ARCHIVED,Off-premise sales restrictions on days,EN
SA_0000001525,SA_0000001525,Off-premise sales restrictions on days,EN
SA_0000001523_ARCHIVED,SA_0000001523_ARCHIVED,"Prices for alcoholic beverages (average, US$)",EN
SA_0000001523,SA_0000001523,"Prices for alcoholic beverages (average, US$)",EN
SA_0000001521_ARCHIVED,SA_0000001521_ARCHIVED,Random breath testing (RBT) use,EN
SA_0000001521,SA_0000001521,Random breath testing (RBT) use,EN
SA_0000001520_ARCHIVED,SA_0000001520_ARCHIVED,Legal blood alcohol concentration (BAC) limits,EN
SA_0000001520,SA_0000001520,Legal blood alcohol concentration (BAC) limits,EN
SA_0000001519,SA_0000001519,Minimum legal drinking age,EN
SA_0000001518_ARCHIVED,SA_0000001518_ARCHIVED,Age limits on-premise service,EN
SA_0000001518,SA_0000001518,Age limits on-premise service,EN
SA_0000001517_ARCHIVED,SA_0000001517_ARCHIVED,Restrictions on product placement on cable television,EN
SA_0000001517,SA_0000001517,Restrictions on product placement on cable television,EN
SA_0000001516_ARCHIVED,SA_0000001516_ARCHIVED,Restrictions on product placement on national television,EN
SA_0000001516,SA_0000001516,Restrictions on product placement on national television,EN
SA_0000001515_ARCHIVED,SA_0000001515_ARCHIVED,Advertising restrictions on the internet,EN
SA_0000001515,SA_0000001515,Advertising restrictions on the internet,EN
SA_0000001514_ARCHIVED,SA_0000001514_ARCHIVED,Advertising restrictions at point-of-sale,EN
SA_0000001514,SA_0000001514,Advertising restrictions at point-of-sale,EN
SA_0000001513_ARCHIVED,SA_0000001513_ARCHIVED,Advertising restrictions on billboards,EN
SA_0000001513,SA_0000001513,Advertising restrictions on billboards,EN
SA_0000001512_ARCHIVED,SA_0000001512_ARCHIVED,Advertising restrictions at cinemas,EN
SA_0000001512,SA_0000001512,Advertising restrictions at cinemas,EN
SA_0000001511_ARCHIVED,SA_0000001511_ARCHIVED,Advertising restrictions in print media,EN
SA_0000001511,SA_0000001511,Advertising restrictions in print media,EN
SA_0000001510_ARCHIVED,SA_0000001510_ARCHIVED,Advertising restrictions on local radio,EN
SA_0000001510,SA_0000001510,Advertising restrictions on local radio,EN
SA_0000001509_ARCHIVED,SA_0000001509_ARCHIVED,Advertising restrictions on national radio,EN
SA_0000001509,SA_0000001509,Advertising restrictions on national radio,EN
SA_0000001508_ARCHIVED,SA_0000001508_ARCHIVED,Advertising restrictions on cable television,EN
SA_0000001508,SA_0000001508,Advertising restrictions on cable television,EN
SA_0000001507_ARCHIVED,SA_0000001507_ARCHIVED,Advertising restrictions on national television,EN
SA_0000001507,SA_0000001507,Advertising restrictions on national television,EN
SA_0000001506_ARCHIVED,SA_0000001506_ARCHIVED,National legislation to prevent illegal alcohol,EN
SA_0000001506,SA_0000001506,National legislation to prevent illegal alcohol,EN
SA_0000001504_ARCHIVED,SA_0000001504_ARCHIVED,Alcohol use is banned,EN
SA_0000001504,SA_0000001504,Alcohol use is banned,EN
